,Unnamed: 0,created_at,author_id,id,text,casefolding,tokenizing,tokens_fdist,tweet_tokens_WSW,tweet_tokens_stemmed
28,28,2022-04-12T07:34:14.000Z,217376888,1513782530704510985,"@detikcom Kalo mau menilai sesuatu itu mundur atau maju ya harus disepakati dulu patokan titik awalnya dimana, dan asumsi saya adik2 mahasiswa ini pake patokan yg dipake adalah awal Jokowi jadi presiden di 2014? 🤔 era Pepo dong ya yg jd acuan? 😁","@detikcom kalo mau menilai sesuatu itu mundur atau maju ya harus disepakati dulu patokan titik awalnya dimana, dan asumsi saya adik2 mahasiswa ini pake patokan yg dipake adalah awal jokowi jadi presiden di 2014? 🤔 era pepo dong ya yg jd acuan? 😁","['kalo', 'mau', 'menilai', 'sesuatu', 'itu', 'mundur', 'atau', 'maju', 'ya', 'harus', 'disepakati', 'dulu', 'patokan', 'titik', 'awalnya', 'dimana', 'dan', 'asumsi', 'saya', 'adik', 'mahasiswa', 'ini', 'pake', 'patokan', 'yg', 'dipake', 'adalah', 'awal', 'jokowi', 'jadi', 'presiden', 'di', 'era', 'pepo', 'dong', 'ya', 'yg', 'jd', 'acuan']",<FreqDist with 36 samples and 39 outcomes>,"['menilai', 'mundur', 'maju', 'disepakati', 'patokan', 'titik', 'dimana', 'asumsi', 'adik', 'mahasiswa', 'pake', 'patokan', 'dipake', 'jokowi', 'presiden', 'era', 'pepo', 'acuan']","['nilai', 'mundur', 'maju', 'pakat', 'patok', 'titik', 'mana', 'asumsi', 'adik', 'mahasiswa', 'pake', 'patok', 'dipake', 'jokowi', 'presiden', 'era', 'pepo', 'acu']"
29,29,2022-04-12T07:34:10.000Z,1207132092699533312,1513782512954187780,@kiwalipitu @sehat_roemah @jokowi @ganjarpranowo @hputrasoeharto yo nmax 250,@kiwalipitu @sehat_roemah @jokowi @ganjarpranowo @hputrasoeharto yo nmax 250,"['roemah', 'yo', 'nmax']",<FreqDist with 3 samples and 3 outcomes>,"['roemah', 'yo', 'nmax']","['roemah', 'yo', 'nmax']"
30,30,2022-04-12T07:34:06.000Z,1100283395521708037,1513782494621241344,"@ipungvice1 @CNNIndonesia @cakimiNOW 1. Iya Jokowi membiarkan wacana 3 periode semakin berkembang, mentri2 dan partai koalisi aktif menggalang dukungan. 
2. Jika Jokowi 3 periode d anggap kebebasan pendapat, maka turunkan Jokowi jg pendapat om.. Boleh2 aja toh d sampaikan..kan bisa Jokowi turun secara konstitusi 😁","@ipungvice1 @cnnindonesia @cakiminow 1. iya jokowi membiarkan wacana 3 periode semakin berkembang, mentri2 dan partai koalisi aktif menggalang dukungan. 
2. jika jokowi 3 periode d anggap kebebasan pendapat, maka turunkan jokowi jg pendapat om.. boleh2 aja toh d sampaikan..kan bisa jokowi turun secara konstitusi 😁","['iya', 'jokowi', 'membiarkan', 'wacana', 'periode', 'semakin', 'berkembang', 'mentri', 'dan', 'partai', 'koalisi', 'aktif', 'menggalang', 'dukungan', 'jika', 'jokowi', 'periode', 'anggap', 'kebebasan', 'pendapat', 'maka', 'turunkan', 'jokowi', 'jg', 'pendapat', 'om', 'boleh', 'aja', 'toh', 'sampaikankan', 'bisa', 'jokowi', 'turun', 'secara', 'konstitusi']",<FreqDist with 30 samples and 35 outcomes>,"['iya', 'jokowi', 'membiarkan', 'wacana', 'periode', 'berkembang', 'mentri', 'partai', 'koalisi', 'aktif', 'menggalang', 'dukungan', 'jokowi', 'periode', 'anggap', 'kebebasan', 'pendapat', 'turunkan', 'jokowi', 'jg', 'pendapat', 'om', 'sampaikankan', 'jokowi', 'turun', 'konstitusi']","['iya', 'jokowi', 'biar', 'wacana', 'periode', 'kembang', 'tri', 'partai', 'koalisi', 'aktif', 'galang', 'dukung', 'jokowi', 'periode', 'anggap', 'bebas', 'dapat', 'turun', 'jokowi', 'jg', 'dapat', 'om', 'sampaikankan', 'jokowi', 'turun', 'konstitusi']"
31,31,2022-04-12T07:33:59.000Z,847372542830444544,1513782469002407938,Sah! Jokowi Lantik Komisioner KPU &amp; Bawaslu Periode 2022-2027 https://t.co/X8vORzp7Fn,sah! jokowi lantik komisioner kpu &amp; bawaslu periode 2022-2027 https://t.co/x8vorzp7fn,"['sah', 'jokowi', 'lantik', 'komisioner', 'kpu', 'amp', 'bawaslu', 'periode']",<FreqDist with 8 samples and 8 outcomes>,"['sah', 'jokowi', 'lantik', 'komisioner', 'kpu', 'bawaslu', 'periode']","['sah', 'jokowi', 'lantik', 'komisioner', 'kpu', 'bawaslu', 'periode']"
32,32,2022-04-12T07:33:53.000Z,737975088,1513782440388853763,@baratmoscow @nadrpalupi @ChusnulCh__ @DivHumas_Polri @ListyoSigitP Sebagai nonmuslim Kapolri yang sekarang ini tidak akan berani bertindak tegas terhadap kaum radikal @jokowi @ListyoSigitP @DlVHUMASPOLRI @mohmahfudmd @Dr_Moeldoko,@baratmoscow @nadrpalupi @chusnulch__ @divhumas_polri @listyosigitp sebagai nonmuslim kapolri yang sekarang ini tidak akan berani bertindak tegas terhadap kaum radikal @jokowi @listyosigitp @dlvhumaspolri @mohmahfudmd @dr_moeldoko,"['polri', 'sebagai', 'nonmuslim', 'kapolri', 'yang', 'sekarang', 'ini', 'tidak', 'akan', 'berani', 'bertindak', 'tegas', 'terhadap', 'kaum', 'radikal', 'moeldoko']",<FreqDist with 16 samples and 16 outcomes>,"['polri', 'nonmuslim', 'kapolri', 'berani', 'bertindak', 'kaum', 'radikal', 'moeldoko']","['polri', 'nonmuslim', 'kapolri', 'berani', 'tindak', 'kaum', 'radikal', 'moeldoko']"
33,33,2022-04-12T07:33:48.000Z,1358629920084094976,1513782422143631364,"@RamliRizal Uraa,,bravo mr.jokowi,selesaikan semua proyek proyek mangkrak,sampai akhir masa jabatanya","@ramlirizal uraa,,bravo mr.jokowi,selesaikan semua proyek proyek mangkrak,sampai akhir masa jabatanya","['uraabravo', 'mrjokowiselesaikan', 'semua', 'proyek', 'proyek', 'mangkraksampai', 'akhir', 'masa', 'jabatanya']",<FreqDist with 8 samples and 9 outcomes>,"['uraabravo', 'mrjokowiselesaikan', 'proyek', 'proyek', 'mangkraksampai', 'jabatanya']","['uraabravo', 'mrjokowiselesaikan', 'proyek', 'proyek', 'mangkraksampai', 'jabatanya']"
34,34,2022-04-12T07:33:46.000Z,952820028839088128,1513782410495758336,Ayooooooo..Pak Jendral ini Istri TNI kurang ajaaar @Puspen_TNI @tni_ad  bukankah kemarin sudah di ingatkan olih Pak presiden @jokowi masalah begini..👇👇 https://t.co/A9lV6A4SWp,ayooooooo..pak jendral ini istri tni kurang ajaaar @puspen_tni @tni_ad  bukankah kemarin sudah di ingatkan olih pak presiden @jokowi masalah begini..👇👇 https://t.co/a9lv6a4swp,"['ayooooooopak', 'jendral', 'ini', 'istri', 'tni', 'kurang', 'ajaaar', 'tni', 'ad', 'bukankah', 'kemarin', 'sudah', 'di', 'ingatkan', 'olih', 'pak', 'presiden', 'masalah', 'begini']",<FreqDist with 18 samples and 19 outcomes>,"['ayooooooopak', 'jendral', 'istri', 'tni', 'ajaaar', 'tni', 'ad', 'kemarin', 'ingatkan', 'olih', 'presiden']","['ayooooooopak', 'jendral', 'istri', 'tni', 'ajaaar', 'tni', 'ad', 'kemarin', 'ingat', 'olih', 'presiden']"
35,35,2022-04-12T07:33:38.000Z,1289557085688983552,1513782380938477569,@TaufikDamas Kami turut bergembira bersama pak Jokowi 😄😁 https://t.co/fg0QSjDaW8,@taufikdamas kami turut bergembira bersama pak jokowi 😄😁 https://t.co/fg0qsjdaw8,"['kami', 'turut', 'bergembira', 'bersama', 'pak', 'jokowi']",<FreqDist with 6 samples and 6 outcomes>,"['bergembira', 'jokowi']","['gembira', 'jokowi']"
36,36,2022-04-12T07:33:38.000Z,353820289,1513782379751821312,"@rase_nakano @jokowi Eh tolol justru di jaman @jokowi ini Indonesia di buat gaduh,coba klo presiden ny bukan Jokowi Indonesia aman tentram sejahtera!!","@rase_nakano @jokowi eh tolol justru di jaman @jokowi ini indonesia di buat gaduh,coba klo presiden ny bukan jokowi indonesia aman tentram sejahtera!!","['nakano', 'eh', 'tolol', 'justru', 'di', 'jaman', 'ini', 'indonesia', 'di', 'buat', 'gaduhcoba', 'klo', 'presiden', 'ny', 'bukan', 'jokowi', 'indonesia', 'aman', 'tentram', 'sejahtera']",<FreqDist with 18 samples and 20 outcomes>,"['nakano', 'eh', 'tolol', 'jaman', 'indonesia', 'gaduhcoba', 'presiden', 'jokowi', 'indonesia', 'aman', 'tentram', 'sejahtera']","['nakano', 'eh', 'tolol', 'jaman', 'indonesia', 'gaduhcoba', 'presiden', 'jokowi', 'indonesia', 'aman', 'tentram', 'sejahtera']"
37,37,2022-04-12T07:33:38.000Z,817724394294214657,1513782379105914884,"@andrinof_a_ch @ferrykoto Yang Biadab itu,, Pendukung Jokowi,, Karena Membunuh dan Menyiksa pihak OPOSISI dan Anggota FPI,, Ade Armando Masih Hidup,, https://t.co/n5OHwKiqrp","@andrinof_a_ch @ferrykoto yang biadab itu,, pendukung jokowi,, karena membunuh dan menyiksa pihak oposisi dan anggota fpi,, ade armando masih hidup,, https://t.co/n5ohwkiqrp","['ach', 'yang', 'biadab', 'itu', 'pendukung', 'jokowi', 'karena', 'membunuh', 'dan', 'menyiksa', 'pihak', 'oposisi', 'dan', 'anggota', 'fpi', 'ade', 'armando', 'masih', 'hidup']",<FreqDist with 18 samples and 19 outcomes>,"['ach', 'biadab', 'pendukung', 'jokowi', 'membunuh', 'menyiksa', 'oposisi', 'anggota', 'fpi', 'ade', 'armando', 'hidup']","['ach', 'biadab', 'dukung', 'jokowi', 'bunuh', 'siksa', 'oposisi', 'anggota', 'fpi', 'ade', 'armando', 'hidup']"
38,38,2022-04-12T07:33:35.000Z,1489448466489036801,1513782367747547137,"@QFORA_Official This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. Always be waiting for the progress of this project. To the moo
@jokowi @prabowo @dedicorebelde","@qfora_official this is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfuli. always be waiting for the progress of this project. to the moo
@jokowi @prabowo @dedicorebelde","['official', 'this', 'is', 'excellent', 'project', 'for', 'the', 'future', 'with', 'strong', 'team', 'transparent', 'planned', 'and', 'project', 'roadmap', 'it', 'will', 'be', 'successfuli', 'always', 'be', 'waiting', 'for', 'the', 'progress', 'of', 'this', 'project', 'to', 'the', 'moo']",<FreqDist with 25 samples and 32 outcomes>,"['official', 'this', 'is', 'excellent', 'project', 'for', 'the', 'future', 'with', 'strong', 'team', 'transparent', 'planned', 'and', 'project', 'roadmap', 'it', 'will', 'be', 'successfuli', 'always', 'be', 'waiting', 'for', 'the', 'progress', 'of', 'this', 'project', 'to', 'the', 'moo']","['official', 'this', 'is', 'excellent', 'project', 'for', 'the', 'future', 'with', 'strong', 'team', 'transparent', 'planned', 'and', 'project', 'roadmap', 'it', 'will', 'be', 'successfuli', 'always', 'be', 'waiting', 'for', 'the', 'progress', 'of', 'this', 'project', 'to', 'the', 'moo']"
39,39,2022-04-12T07:33:33.000Z,1490686767867269120,1513782356536016900,"Rakyat bela jokowi 

Rakyat yang mane?? Rakyat buzzer?","rakyat bela jokowi 

rakyat yang mane?? rakyat buzzer?","['rakyat', 'bela', 'jokowi', 'rakyat', 'yang', 'mane', 'rakyat', 'buzzer']",<FreqDist with 6 samples and 8 outcomes>,"['rakyat', 'bela', 'jokowi', 'rakyat', 'mane', 'rakyat', 'buzzer']","['rakyat', 'bela', 'jokowi', 'rakyat', 'mane', 'rakyat', 'buzzer']"
40,40,2022-04-12T07:33:27.000Z,2531325416,1513782331412123649,"Presiden Jokowi Terima Laporan Tahunan 2021 Ombudsman RI

Presiden Joko Widodo menerima para pimpinan Ombudsman Republik Indonesia di Istana Merdeka, Jakarta, pada Selasa, 12 April 2022. https://t.co/Vxtb9buPLU","presiden jokowi terima laporan tahunan 2021 ombudsman ri

presiden joko widodo menerima para pimpinan ombudsman republik indonesia di istana merdeka, jakarta, pada selasa, 12 april 2022. https://t.co/vxtb9buplu","['presiden', 'jokowi', 'terima', 'laporan', 'tahunan', 'ombudsman', 'ri', 'presiden', 'joko', 'widodo', 'menerima', 'para', 'pimpinan', 'ombudsman', 'republik', 'indonesia', 'di', 'istana', 'merdeka', 'jakarta', 'pada', 'selasa', 'april']",<FreqDist with 21 samples and 23 outcomes>,"['presiden', 'jokowi', 'terima', 'laporan', 'tahunan', 'ombudsman', 'ri', 'presiden', 'joko', 'widodo', 'menerima', 'pimpinan', 'ombudsman', 'republik', 'indonesia', 'istana', 'merdeka', 'jakarta', 'selasa', 'april']","['presiden', 'jokowi', 'terima', 'lapor', 'tahun', 'ombudsman', 'ri', 'presiden', 'joko', 'widodo', 'terima', 'pimpin', 'ombudsman', 'republik', 'indonesia', 'istana', 'merdeka', 'jakarta', 'selasa', 'april']"
41,41,2022-04-12T07:33:27.000Z,1439532368482742273,1513782331269533697,@ChusnulCh__ @mohmahfudmd @ListyoSigitP @jokowi https://t.co/qN9fpBNlNY,@chusnulch__ @mohmahfudmd @listyosigitp @jokowi https://t.co/qn9fpbnlny,[],<FreqDist with 0 samples and 0 outcomes>,[],[]
42,42,2022-04-12T07:33:22.000Z,395984870,1513782310466125826,"@keuangannews_id siapa bilang??

cukong2 sama buzzer masih butuh jokowi terutama buzzer.... bisa gak makan mereka hahaha","@keuangannews_id siapa bilang??

cukong2 sama buzzer masih butuh jokowi terutama buzzer.... bisa gak makan mereka hahaha","['id', 'siapa', 'bilang', 'cukong', 'sama', 'buzzer', 'masih', 'butuh', 'jokowi', 'terutama', 'buzzer', 'bisa', 'gak', 'makan', 'mereka', 'hahaha']",<FreqDist with 15 samples and 16 outcomes>,"['id', 'cukong', 'buzzer', 'butuh', 'jokowi', 'buzzer', 'makan', 'hahaha']","['id', 'cukong', 'buzzer', 'butuh', 'jokowi', 'buzzer', 'makan', 'hahaha']"
43,43,2022-04-12T07:33:14.000Z,213594933,1513782276290596865,@Maya83206301 @chusnulch_ @DavidWijaya82 @TomCruzz555 Kalau pemerintah 'tidak berani' menangkap dan menghukum berat para provokator aksi kemarin terutama yang ingin menjatuhkan pak Jokowi maka secara tidak langsung pihak pengacau sudah menang dan pasti besok2 akan ada lagi aksi kekerasan seperti itu dimuka umum.#SayaPercayaJokowi,@maya83206301 @chusnulch_ @davidwijaya82 @tomcruzz555 kalau pemerintah 'tidak berani' menangkap dan menghukum berat para provokator aksi kemarin terutama yang ingin menjatuhkan pak jokowi maka secara tidak langsung pihak pengacau sudah menang dan pasti besok2 akan ada lagi aksi kekerasan seperti itu dimuka umum.#sayapercayajokowi,"['kalau', 'pemerintah', 'tidak', 'berani', 'menangkap', 'dan', 'menghukum', 'berat', 'para', 'provokator', 'aksi', 'kemarin', 'terutama', 'yang', 'ingin', 'menjatuhkan', 'pak', 'jokowi', 'maka', 'secara', 'tidak', 'langsung', 'pihak', 'pengacau', 'sudah', 'menang', 'dan', 'pasti', 'besok', 'akan', 'ada', 'lagi', 'aksi', 'kekerasan', 'seperti', 'itu', 'dimuka', 'umum']",<FreqDist with 35 samples and 38 outcomes>,"['pemerintah', 'berani', 'menangkap', 'menghukum', 'berat', 'provokator', 'aksi', 'kemarin', 'menjatuhkan', 'jokowi', 'langsung', 'pengacau', 'menang', 'besok', 'aksi', 'kekerasan', 'dimuka']","['perintah', 'berani', 'tangkap', 'hukum', 'berat', 'provokator', 'aksi', 'kemarin', 'jatuh', 'jokowi', 'langsung', 'acau', 'menang', 'besok', 'aksi', 'keras', 'muka']"
44,44,2022-04-12T07:33:11.000Z,86908023,1513782266991886336,{Terkini} Presiden Jokowi lantik Anggota KPU dan Bawaslu periode 2022-2027 https://t.co/Aa95oPMBfA,{terkini} presiden jokowi lantik anggota kpu dan bawaslu periode 2022-2027 https://t.co/aa95opmbfa,"['terkini', 'presiden', 'jokowi', 'lantik', 'anggota', 'kpu', 'dan', 'bawaslu', 'periode']",<FreqDist with 9 samples and 9 outcomes>,"['terkini', 'presiden', 'jokowi', 'lantik', 'anggota', 'kpu', 'bawaslu', 'periode']","['kini', 'presiden', 'jokowi', 'lantik', 'anggota', 'kpu', 'bawaslu', 'periode']"
45,45,2022-04-12T07:33:04.000Z,297229975,1513782234368540674,"@Ridanulantary1 @Arief_2792 @HerawanBoma @VICE_ID @jokowi Mba, maaf sebelumnya. Apakah berbicara didasari atas bukti? Bahaya menyebarkan opini tanpa dasar bukti yg kuat.","@ridanulantary1 @arief_2792 @herawanboma @vice_id @jokowi mba, maaf sebelumnya. apakah berbicara didasari atas bukti? bahaya menyebarkan opini tanpa dasar bukti yg kuat.","['id', 'mba', 'maaf', 'sebelumnya', 'apakah', 'berbicara', 'didasari', 'atas', 'bukti', 'bahaya', 'menyebarkan', 'opini', 'tanpa', 'dasar', 'bukti', 'yg', 'kuat']",<FreqDist with 16 samples and 17 outcomes>,"['id', 'mba', 'maaf', 'berbicara', 'didasari', 'bukti', 'bahaya', 'menyebarkan', 'opini', 'dasar', 'bukti', 'kuat']","['id', 'mba', 'maaf', 'bicara', 'dasar', 'bukti', 'bahaya', 'sebar', 'opini', 'dasar', 'bukti', 'kuat']"
46,46,2022-04-12T07:32:59.000Z,1497587210799185923,1513782214219415555,@ariandi6031 Jokowi Berulang Kali Tolak Perpanjangan Masa Jabatan,@ariandi6031 jokowi berulang kali tolak perpanjangan masa jabatan,"['jokowi', 'berulang', 'kali', 'tolak', 'perpanjangan', 'masa', 'jabatan']",<FreqDist with 7 samples and 7 outcomes>,"['jokowi', 'berulang', 'kali', 'tolak', 'perpanjangan', 'jabatan']","['jokowi', 'ulang', 'kali', 'tolak', 'panjang', 'jabat']"
47,47,2022-04-12T07:32:58.000Z,98910062,1513782210729771011,@PartaiSocmed @jokowi Kalo resesi butuhnya cash?,@partaisocmed @jokowi kalo resesi butuhnya cash?,"['kalo', 'resesi', 'butuhnya', 'cash']",<FreqDist with 4 samples and 4 outcomes>,"['resesi', 'butuhnya', 'cash']","['resesi', 'butuh', 'cash']"
48,48,2022-04-12T07:32:56.000Z,1396063466096500737,1513782203284877314,@ariandi6031 joss gandos pak jokowi,@ariandi6031 joss gandos pak jokowi,"['joss', 'gandos', 'pak', 'jokowi']",<FreqDist with 4 samples and 4 outcomes>,"['joss', 'gandos', 'jokowi']","['joss', 'gandos', 'jokowi']"
49,49,2022-04-12T07:32:49.000Z,1488783159206752259,1513782175296278532,@ariandi6031 Semoga bisa 3 periode Aamiin...namun pasti tergantung bagaimana Takdir diri Pak Jokowi yg dikehendaki ALLAH kepadanya.,@ariandi6031 semoga bisa 3 periode aamiin...namun pasti tergantung bagaimana takdir diri pak jokowi yg dikehendaki allah kepadanya.,"['semoga', 'bisa', 'periode', 'aamiinnamun', 'pasti', 'tergantung', 'bagaimana', 'takdir', 'diri', 'pak', 'jokowi', 'yg', 'dikehendaki', 'allah', 'kepadanya']",<FreqDist with 15 samples and 15 outcomes>,"['semoga', 'periode', 'aamiinnamun', 'tergantung', 'takdir', 'jokowi', 'dikehendaki', 'allah']","['moga', 'periode', 'aamiinnamun', 'gantung', 'takdir', 'jokowi', 'hendak', 'allah']"
50,50,2022-04-12T07:32:43.000Z,1284414133845151745,1513782148326637569,Jokowi Resmi Lantik 7 Anggota KPU dan 5 Bawaslu 2022-2027 https://t.co/top1OCg16l,jokowi resmi lantik 7 anggota kpu dan 5 bawaslu 2022-2027 https://t.co/top1ocg16l,"['jokowi', 'resmi', 'lantik', 'anggota', 'kpu', 'dan', 'bawaslu']",<FreqDist with 7 samples and 7 outcomes>,"['jokowi', 'resmi', 'lantik', 'anggota', 'kpu', 'bawaslu']","['jokowi', 'resmi', 'lantik', 'anggota', 'kpu', 'bawaslu']"
51,51,2022-04-12T07:32:42.000Z,1284414133845151745,1513782142513422336,Jokowi Tetapkan Santunan Pelepasan Tanah Musnah untuk Proyek Cair 2 Hari https://t.co/H3cyymaltX,jokowi tetapkan santunan pelepasan tanah musnah untuk proyek cair 2 hari https://t.co/h3cyymaltx,"['jokowi', 'tetapkan', 'santunan', 'pelepasan', 'tanah', 'musnah', 'untuk', 'proyek', 'cair', 'hari']",<FreqDist with 10 samples and 10 outcomes>,"['jokowi', 'tetapkan', 'santunan', 'pelepasan', 'tanah', 'musnah', 'proyek', 'cair']","['jokowi', 'tetap', 'santun', 'lepas', 'tanah', 'musnah', 'proyek', 'cair']"
52,52,2022-04-12T07:32:41.000Z,1396062910204416003,1513782140843925505,@ariandi6031 pakde jokowi nolak jabatan 3 periode,@ariandi6031 pakde jokowi nolak jabatan 3 periode,"['pakde', 'jokowi', 'nolak', 'jabatan', 'periode']",<FreqDist with 5 samples and 5 outcomes>,"['pakde', 'jokowi', 'nolak', 'jabatan', 'periode']","['pakde', 'jokowi', 'nolak', 'jabat', 'periode']"
53,53,2022-04-12T07:32:41.000Z,1284414133845151745,1513782138642079745,Jokowi Siang Ini Lantik Anggota KPU dan Bawaslu 2022-2027 https://t.co/4fLTnfEHA2,jokowi siang ini lantik anggota kpu dan bawaslu 2022-2027 https://t.co/4fltnfeha2,"['jokowi', 'siang', 'ini', 'lantik', 'anggota', 'kpu', 'dan', 'bawaslu']",<FreqDist with 8 samples and 8 outcomes>,"['jokowi', 'siang', 'lantik', 'anggota', 'kpu', 'bawaslu']","['jokowi', 'siang', 'lantik', 'anggota', 'kpu', 'bawaslu']"
54,54,2022-04-12T07:32:41.000Z,1491649474392825858,1513782138549637120,@jokowi Alhamdulilah hirobbil Al-Amin moga berkah pak 🤲💪💪💪,@jokowi alhamdulilah hirobbil al-amin moga berkah pak 🤲💪💪💪,"['alhamdulilah', 'hirobbil', 'alamin', 'moga', 'berkah', 'pak']",<FreqDist with 6 samples and 6 outcomes>,"['alhamdulilah', 'hirobbil', 'alamin', 'moga', 'berkah']","['alhamdulilah', 'hirobbil', 'alamin', 'moga', 'berkah']"
55,55,2022-04-12T07:32:40.000Z,1428316351714631687,1513782133612896256,@vita_AVP @ListyoSigitP Salah pilih nih Pak Jokowi...,@vita_avp @listyosigitp salah pilih nih pak jokowi...,"['avp', 'salah', 'pilih', 'nih', 'pak', 'jokowi']",<FreqDist with 6 samples and 6 outcomes>,"['avp', 'salah', 'pilih', 'jokowi']","['avp', 'salah', 'pilih', 'jokowi']"
56,56,2022-04-12T07:32:39.000Z,1509813187734302720,1513782130664374276,@jokowi sehat selalu ya buat bapak🥰,@jokowi sehat selalu ya buat bapak🥰,"['sehat', 'selalu', 'ya', 'buat', 'bapak']",<FreqDist with 5 samples and 5 outcomes>,['sehat'],['sehat']
57,57,2022-04-12T07:32:36.000Z,143345585,1513782117800775685,@yunartowijaya Jadi yang ngegebugin bang Ade Armando itu pengen Pak Jokowi 3 periode. Kok malu2 Kadrun sih? 😅,@yunartowijaya jadi yang ngegebugin bang ade armando itu pengen pak jokowi 3 periode. kok malu2 kadrun sih? 😅,"['jadi', 'yang', 'ngegebugin', 'bang', 'ade', 'armando', 'itu', 'pengen', 'pak', 'jokowi', 'periode', 'kok', 'malu', 'kadrun', 'sih']",<FreqDist with 15 samples and 15 outcomes>,"['ngegebugin', 'bang', 'ade', 'armando', 'pengen', 'jokowi', 'periode', 'malu', 'kadrun']","['ngegebugin', 'bang', 'ade', 'armando', 'ken', 'jokowi', 'periode', 'malu', 'kadrun']"
58,58,2022-04-12T07:32:32.000Z,1513355659185901576,1513782100264042497,"@jokowi Sebaiknya klo udah ga mampu mundur aja,bpk ninggalin utang gpp yg penting jgn nambah,nambah semrawut,nambah ekonomi meroket","@jokowi sebaiknya klo udah ga mampu mundur aja,bpk ninggalin utang gpp yg penting jgn nambah,nambah semrawut,nambah ekonomi meroket","['sebaiknya', 'klo', 'udah', 'ga', 'mampu', 'mundur', 'ajabpk', 'ninggalin', 'utang', 'gpp', 'yg', 'penting', 'jgn', 'nambahnambah', 'semrawutnambah', 'ekonomi', 'meroket']",<FreqDist with 17 samples and 17 outcomes>,"['udah', 'mundur', 'ajabpk', 'ninggalin', 'utang', 'gpp', 'nambahnambah', 'semrawutnambah', 'ekonomi', 'meroket']","['udah', 'mundur', 'ajabpk', 'ninggalin', 'utang', 'gpp', 'nambahnambah', 'semrawutnambah', 'ekonomi', 'roket']"
59,59,2022-04-12T07:32:26.000Z,2151075390,1513782075651858434,"@detikcom hahha, @jokowi","@detikcom hahha, @jokowi",['hahha'],<FreqDist with 1 samples and 1 outcomes>,['hahha'],['hahha']
60,60,2022-04-12T07:32:25.000Z,984612852,1513782071684059139,"Jokowi Lantik Komisioner KPU dan Bawaslu 

Selengkapnya klik tautan berikut ini.
#jakarta #presiden #pelantikan #komisioner #kpu #bawaslu 

https://t.co/6YBhJ73lsC","jokowi lantik komisioner kpu dan bawaslu 

selengkapnya klik tautan berikut ini.
#jakarta #presiden #pelantikan #komisioner #kpu #bawaslu 

https://t.co/6ybhj73lsc","['jokowi', 'lantik', 'komisioner', 'kpu', 'dan', 'bawaslu', 'selengkapnya', 'klik', 'tautan', 'berikut', 'ini']",<FreqDist with 11 samples and 11 outcomes>,"['jokowi', 'lantik', 'komisioner', 'kpu', 'bawaslu', 'selengkapnya', 'klik', 'tautan']","['jokowi', 'lantik', 'komisioner', 'kpu', 'bawaslu', 'lengkap', 'klik', 'taut']"
61,61,2022-04-12T07:32:16.000Z,154102750,1513782035240095744,Presiden Jokowi Lantik Komisioner KPU dan Bawaslu Periode 2022-2027 https://t.co/MdX6YUrAzH https://t.co/Pw9YaYtgUZ,presiden jokowi lantik komisioner kpu dan bawaslu periode 2022-2027 https://t.co/mdx6yurazh https://t.co/pw9yaytguz,"['presiden', 'jokowi', 'lantik', 'komisioner', 'kpu', 'dan', 'bawaslu', 'periode']",<FreqDist with 8 samples and 8 outcomes>,"['presiden', 'jokowi', 'lantik', 'komisioner', 'kpu', 'bawaslu', 'periode']","['presiden', 'jokowi', 'lantik', 'komisioner', 'kpu', 'bawaslu', 'periode']"
